spell,event,ui,logwage,age
1,1,0,5.85793,28
7,0,1,5.70378,30
2,0,1,6.21461,37
4,1,0,5.29832,38
1,1,0,5.24702,27
3,0,1,5.70378,28
2,0,0,5.70378,48
2,1,1,5.01064,23
2,0,1,5.39363,61
5,0,0,5.85793,61
11,0,1,5.52146,25
7,0,1,5.70378,50
15,1,1,5.19296,24
15,0,0,5.4161,38
5,0,1,5.52146,28
3,1,1,4.70048,20
7,0,1,5.53733,59
6,0,1,5.59842,24
6,0,0,5.29832,21
1,0,0,5.07517,23
3,0,0,5.22036,20
7,0,0,6.10925,34
2,0,0,5.07517,24
14,0,0,5.11799,22
27,1,1,5.99146,51
4,0,1,5.11799,32
16,0,0,5.20401,51
3,0,1,5.1358,33
12,0,1,5.85793,36
7,0,0,5.09987,30
6,0,1,6.27288,36
7,1,1,6.10925,31
20,0,0,5.29832,35
3,1,1,5.29832,25
1,0,1,5.52146,40
16,0,1,5.85793,36
16,0,1,5.78383,26
2,1,0,5.76832,33
1,0,0,6.32794,32
9,0,0,5.07517,36
7,0,1,5.99146,46
2,0,0,5.52146,25
5,0,0,5.66643,29
9,1,1,5.70378,50
1,0,0,5.70378,27
2,1,1,6.10702,34
5,0,1,5.78383,29
6,0,1,5.69373,24
14,0,1,4.89784,39
3,1,0,5.85793,21
1,0,0,5.70378,39
5,0,1,5.01064,48
2,1,1,4.90527,26
7,1,1,5.34711,42
1,1,0,6.58064,35
4,0,0,5.01064,25
5,1,1,5.52146,26
8,0,0,5.07517,33
11,0,1,6.30628,39
5,0,1,5.07517,28
4,0,1,7.37212,42
10,0,1,5.43808,23
5,0,1,5.63479,26
11,0,0,5.35659,43
5,0,1,5.99146,44
18,0,1,5.52146,39
14,0,1,5.54518,36
1,0,0,5.01064,60
1,1,0,5.42054,27
1,1,0,5.99146,25
7,0,1,5.99146,35
1,0,0,5.01064,25
2,0,0,5.99146,23
6,1,1,5.52146,56
4,0,1,5.39363,23
4,0,1,5.52146,22
5,1,1,4.89784,48
6,0,1,4.96284,20
21,0,1,5.10595,20
3,0,0,3.91202,43
3,0,0,4.90527,31
3,0,0,6.08677,49
2,0,1,5.61677,21
21,0,1,6.08677,24
20,0,1,6.10925,20
4,0,1,5.20949,42
3,0,0,5.63479,29
5,1,1,5.29832,23
2,0,0,6.43775,33
1,1,0,5.85793,58
7,0,0,5.66296,24
19,0,1,5.24702,26
2,0,0,5.52146,29
1,1,0,5.63479,46
2,1,0,5.48064,23
2,1,0,5.48064,26
6,0,1,5.61677,49
2,1,1,5.94017,22
5,1,1,5.29832,49
8,0,1,5.0876,27
3,0,0,5.70378,55
1,0,0,5.52146,25
6,0,1,5.07517,22
2,1,0,5.70378,24
5,1,1,6.19441,28
8,0,1,5.70378,54
7,0,1,5.70378,21
7,1,0,6.39693,34
2,1,1,5.8861,25
6,0,0,4.49981,22
2,0,0,5.273,22
5,0,0,5.16479,49
4,0,1,5.82895,23
3,0,1,6.08677,39
13,0,1,5.18178,27
20,1,1,5.54126,29
3,0,0,5.29832,56
5,0,1,5.85793,23
6,0,1,5.52146,32
1,0,0,5.4161,33
6,1,1,6.68461,50
11,0,1,5.57973,30
5,0,1,5.99146,39
3,0,0,5.82895,26
15,1,1,6.21461,43
15,0,1,5.16479,37
6,0,1,5.92693,23
3,0,0,5.70378,28
14,1,0,5.52146,36
7,1,1,6.62007,38
6,0,0,6.21461,39
3,0,0,6.39693,42
23,0,1,5.29832,41
14,0,1,6.39693,44
7,1,1,5.39363,60
7,0,1,5.21494,30
7,0,1,5.70378,24
7,1,0,4.82831,28
1,0,0,4.90527,23
11,0,1,5.63479,30
1,1,0,4.82831,57
3,1,1,6.25383,42
1,1,0,4.82831,28
1,1,0,4.78749,23
6,1,1,5.8999,35
8,0,1,5.29832,22
7,0,1,5.16479,57
10,0,1,5.07517,58
1,0,0,4.89784,29
14,0,1,5.99146,22
7,1,1,6.00635,28
26,0,1,5.24702,26
5,0,1,5.8861,39
3,0,1,4.78749,27
3,0,0,5.19296,28
14,0,1,5.95324,33
3,0,0,4.94164,55
5,1,1,5.52146,30
26,0,1,4.94164,37
11,0,1,6.55108,50
2,0,1,6.80239,32
10,0,0,6.23441,32
9,0,1,5.40268,22
1,0,0,6.21461,27
5,0,1,6.90776,36
2,0,0,5.16479,36
12,1,0,5.01064,20
11,0,1,5.52146,24
5,0,1,6.10925,35
1,1,0,5.99146,37
2,1,0,5.85793,36
4,0,0,5.79909,24
4,0,1,6.21461,27
3,0,0,5.70378,27
4,1,1,6.39024,32
7,0,1,6.39693,35
5,1,0,6.39693,28
11,1,0,6.21461,38
5,0,1,5.29832,31
1,1,0,6.15273,25
1,0,0,5.70378,26
10,0,1,5.55683,21
2,1,0,5.29832,23
13,0,0,5.48064,35
14,1,1,5.63479,39
1,1,0,6.79122,29
4,0,1,5.01064,45
3,0,0,5.96358,50
6,0,1,5.99146,23
1,1,1,5.53733,25
1,1,0,4.96981,29
2,0,0,5.29832,20
4,0,1,6.46147,33
21,0,1,6.12687,48
17,0,1,5.19296,37
2,0,0,5.82895,23
7,0,1,5.29832,37
1,1,0,5.01064,24
1,1,0,6.21461,42
7,0,1,5.99146,27
2,0,0,5.63479,24
11,0,1,5.87212,35
1,1,0,5.73657,38
1,0,1,5.61677,37
3,0,0,6.52209,33
1,0,0,5.01064,23
11,0,0,6.90375,45
4,0,0,6.04737,32
4,0,0,4.86753,20
5,0,0,6.10925,25
11,1,1,5.48064,31
12,0,1,5.9135,26
3,0,1,6.10925,22
1,1,0,5.84644,42
3,0,0,4.82831,20
2,1,0,6.39693,29
5,0,0,5.01064,48
15,0,1,6.35784,36
1,1,0,6.21461,38
2,0,0,6.07535,33
18,1,0,5.07517,28
2,0,0,4.94164,24
1,0,0,5.07517,23
5,1,1,6.06379,27
2,1,0,5.70378,23
1,1,0,5.39363,26
4,0,0,5.59842,21
1,0,0,5.70378,26
2,0,0,7.45588,46
2,0,1,4.86753,38
5,0,0,5.01064,34
4,0,0,5.29832,29
7,0,1,5.99146,35
11,0,0,5.29832,35
2,0,0,4.78749,25
2,0,1,5.61677,24
17,0,1,5.99146,41
16,0,1,5.99146,33
1,0,0,6.74524,52
6,0,1,6.39693,32
3,0,1,6.39693,39
27,0,1,5.01064,31
5,1,0,6.90776,42
1,0,1,5.8861,38
5,0,1,5.8999,27
5,1,0,5.39363,26
1,1,0,5.01064,32
3,0,1,5.85793,34
2,0,0,7.09008,53
2,0,0,5.85793,28
3,1,1,6.42162,48
17,0,1,4.21951,46
3,1,1,6.21461,36
10,0,1,6.10925,35
17,0,1,4.60517,49
14,0,1,4.89784,39
1,1,0,6.10925,34
8,0,1,5.52146,37
11,0,1,5.54126,43
3,1,0,4.89784,20
14,0,1,6.21461,49
7,0,0,5.46383,21
12,0,0,6.80239,59
4,1,1,4.82831,25
13,0,1,6.30992,56
2,1,1,6.16331,41
5,0,1,5.99146,28
2,1,1,6.05678,30
2,1,0,5.01064,20
1,1,0,5.56068,37
7,1,0,5.07517,30
8,0,0,5.3033,39
13,0,1,5.96615,32
1,0,0,5.29832,29
12,0,1,5.52146,38
7,1,0,5.66296,52
9,0,1,5.01064,54
11,0,1,6.90776,38
5,1,0,6.21461,37
9,0,1,5.52146,45
4,0,0,6.80239,36
2,0,0,5.29832,24
12,0,1,5.85793,34
1,1,0,5.52146,27
4,0,0,5.85793,42
1,1,0,6.55108,47
7,0,0,6.10925,20
9,1,1,5.39363,36
5,0,1,6.29157,35
1,0,0,5.70378,21
1,0,0,5.52146,23
3,0,0,5.63479,38
2,0,1,5.82895,38
3,0,1,5.70378,26
8,1,0,5.70378,35
9,0,1,5.29832,26
5,1,0,5.73657,57
15,0,1,5.99146,29
1,1,0,5.59842,29
14,0,1,6.62007,51
8,0,1,6.28786,42
1,1,0,5.52146,26
2,1,0,4.82831,23
17,0,1,6.08677,56
5,0,1,6.55108,53
3,1,1,6.21261,33
7,1,1,7.24423,39
1,1,0,5.56068,26
20,0,1,6.39693,58
27,0,1,4.90527,58
2,0,0,5.70378,42
5,0,0,4.97673,23
3,1,0,6.47697,37
7,0,1,5.07517,45
6,0,1,6.33859,37
8,0,1,6.21461,29
4,0,0,6.31897,25
3,0,1,6.47697,37
17,0,1,5.22036,38
4,0,1,5.29832,39
8,0,1,6.10925,37
17,1,1,5.17048,58
3,1,1,6.39693,23
3,0,1,6.90776,33
9,0,1,5.85793,24
6,0,1,5.52146,37
13,0,1,7.09008,52
1,0,0,6.21461,27
9,0,1,6.68461,29
6,0,1,5.99146,36
21,0,1,5.99146,26
19,0,1,5.99146,30
7,1,0,5.07517,31
9,1,1,5.19296,22
20,0,1,5.67332,33
8,0,1,5.61677,32
1,1,0,5.84644,38
3,0,1,6.90776,34
2,0,0,5.29832,37
5,0,1,6.01127,27
2,0,0,4.94164,36
8,0,1,5.24702,43
2,0,0,5.39363,21
4,0,1,5.52146,57
3,0,0,5.07517,24
16,0,0,5.01064,38
4,0,1,5.29832,42
3,0,0,5.01064,21
21,0,0,5.24702,24
5,0,0,5.29832,38
2,1,1,5.63479,29
17,0,0,5.24702,23
7,1,1,6.02828,53
3,0,1,5.70378,48
1,1,0,5.69373,39
23,0,1,5.07517,23
3,0,1,5.70378,25
2,0,0,4.78749,39
11,0,1,5.39363,57
4,0,0,5.19296,29
2,1,0,5.29832,38
5,0,1,5.07517,20
6,0,1,5.02388,21
2,0,1,5.70378,30
4,1,0,5.19296,36
3,0,0,5.39363,23
9,0,1,5.39363,33
1,1,0,6.09807,25
3,1,0,5.29832,39
1,1,0,6.10925,53
7,1,0,5.0814,35
7,1,1,5.70378,37
12,0,0,6.04025,40
15,1,1,6.90776,44
2,1,1,6.90776,37
1,1,1,5.34711,34
14,0,1,5.29832,60
1,1,1,5.70378,22
8,0,1,5.01064,28
9,0,1,5.07517,29
3,0,1,5.01064,20
8,0,1,5.52146,25
14,1,1,5.99146,32
7,1,1,6.68461,37
1,0,0,5.52146,53
7,0,1,5.1358,31
8,0,0,5.29832,38
1,1,0,5.16479,52
6,0,0,5.78383,30
14,0,1,5.82895,21
9,0,1,6.21461,37
9,0,1,6.21461,37
9,0,0,5.99146,37
11,0,1,5.52146,35
5,1,0,5.01064,26
2,0,0,5.22036,27
11,0,1,5.63479,43
13,0,1,4.75359,26
2,0,0,5.29832,20
7,0,1,5.63479,29
1,1,0,5.39363,33
9,1,1,5.61677,55
5,1,0,5.99146,23
4,0,1,6.55108,41
1,1,1,5.28827,37
8,0,1,5.84644,44
5,1,0,5.70378,25
7,1,0,5.99146,42
2,0,0,5.99146,24
18,1,1,5.29832,59
9,0,1,6.21461,28
2,0,1,5.70378,20
1,0,0,5.10595,27
4,0,1,5.52146,35
6,0,1,5.70378,28
15,0,1,6.10925,40
4,0,0,5.51745,20
5,0,1,5.52146,31
8,0,1,6.01859,44
2,1,0,5.99146,26
3,0,0,5.33754,44
3,0,1,5.70378,45
3,0,0,6.14847,43
7,0,1,5.56068,43
1,0,0,4.82831,22
2,0,0,4.09434,22
4,1,1,5.29832,30
5,0,1,4.94164,40
2,0,1,5.29832,22
1,1,0,4.78749,46
4,0,1,6.05209,47
8,0,1,5.19296,54
2,1,0,6.55108,33
3,0,0,5.85793,22
6,0,1,5.70378,59
5,1,0,5.19296,27
14,0,1,5.52146,27
4,0,0,5.29832,22
2,0,0,5.85793,21
3,0,1,5.85793,21
3,0,1,5.34711,35
3,1,1,6.21461,44
3,0,0,6.30992,41
1,1,0,5.92693,43
10,0,1,7.09008,55
1,0,0,6.34564,27
3,1,1,7.09008,32
3,0,0,7.00307,42
7,0,0,5.76832,21
17,0,1,5.16479,32
7,0,0,5.70378,23
4,1,1,5.92693,35
15,0,0,5.19296,29
5,0,0,5.70378,23
16,1,1,7.00307,32
2,0,0,5.1358,23
1,1,0,5.99146,42
13,0,1,6.80239,30
2,0,1,5.52146,22
4,0,0,5.85793,43
8,0,0,5.01064,21
6,0,1,5.63479,20
3,1,0,6.39693,35
1,0,0,3.4012,20
14,1,1,6.02587,61
13,1,1,5.56068,30
10,0,0,5.24175,33
7,1,1,5.64897,36
27,0,1,5.33754,35
5,0,1,5.2933,55
5,0,1,4.89035,49
10,0,0,4.81218,24
3,0,0,5.19296,38
5,0,0,4.91998,36
11,0,0,4.79579,24
4,0,0,4.95583,31
1,1,0,6.4599,25
1,1,0,5.78996,24
5,0,0,4.89035,22
3,0,0,5.42495,45
5,1,1,5.19296,37
2,0,1,5.77455,47
3,1,1,4.7362,34
2,0,0,5.93754,25
4,1,0,6.16121,32
9,0,0,4.75359,37
1,1,0,5.71373,25
1,1,0,6.34212,31
8,0,1,5.93754,23
8,0,1,5.02388,30
5,0,0,5.93754,36
2,1,0,5.93754,41
2,1,1,6.34212,32
4,0,1,6.37502,53
9,0,1,5.94803,41
4,1,1,6.08222,38
2,0,0,5.79301,47
3,0,0,4.49981,44
1,1,1,5.42495,27
23,0,0,4.85203,21
9,1,1,5.46806,29
7,0,0,5.46806,25
9,1,1,5.98645,21
6,0,0,4.84419,54
6,0,0,5.11199,20
5,0,1,5.46806,35
5,0,0,5.58725,26
7,1,1,5.99894,31
3,0,0,6.27288,33
17,0,1,6.16121,37
2,1,0,5.80513,23
3,0,0,6.4677,21
2,0,1,6.05444,28
13,0,1,5.85793,51
2,1,1,6.80239,39
14,1,1,5.1358,30
5,1,1,6.16121,38
13,0,1,5.46806,30
19,0,1,6.05444,43
2,1,0,5.24175,29
1,1,0,6.39859,30
1,0,0,4.55388,24
2,1,0,6.34212,33
3,0,1,5.64897,36
25,0,0,4.84419,46
3,0,0,5.64897,32
2,1,0,6.8533,36
5,0,1,5.33754,44
5,1,0,6.29157,35
4,0,1,4.95583,23
1,0,1,4.91265,50
3,0,0,5.36129,22
9,1,0,5.42495,35
3,1,1,5.11199,28
1,1,1,5.92959,50
3,0,1,5.24175,29
27,0,1,5.52545,61
3,0,0,5.18739,31
3,0,1,6.2653,41
5,0,1,5.57973,26
2,0,0,5.24175,30
1,1,0,5.54518,29
4,0,1,6.10925,26
3,0,1,5.93754,47
3,0,1,5.57973,24
2,1,0,5.93754,29
8,0,1,5.80513,35
5,0,1,6.63068,44
3,0,1,6.34212,41
2,0,1,5.93754,31
11,0,1,6.07764,48
12,0,1,5.1299,21
14,0,1,6.25575,37
1,1,0,6.16121,40
15,0,1,5.24175,53
3,1,1,5.99396,26
7,0,1,6.39192,41
4,0,0,4.77068,36
2,1,0,6.56527,53
2,1,0,6.48311,49
3,0,0,4.95583,34
3,0,1,5.83773,35
3,0,1,6.53814,58
18,1,1,6.70441,31
1,1,0,5.94803,42
1,0,1,5.80513,23
3,1,0,6.16121,40
16,0,1,5.1358,27
3,1,1,5.93754,41
1,1,0,5.83188,40
11,0,1,5.46806,47
3,0,1,6.63068,49
11,0,1,5.24175,51
12,0,1,6.25575,61
2,0,1,6.29711,61
8,0,1,4.95583,61
5,1,1,5.64897,23
1,0,0,4.95583,28
6,0,0,4.84419,39
1,0,0,6.16121,31
3,0,0,5.80513,49
9,0,0,6.28786,56
2,1,0,5.93754,27
1,1,0,5.46806,31
5,0,1,5.83188,35
4,0,1,5.93754,44
4,0,1,6.56527,24
13,1,1,4.77068,20
5,1,1,6.63068,41
3,0,0,4.95583,20
11,1,1,6.27288,50
15,0,1,6.16121,43
1,1,0,6.30445,27
7,0,1,6.55251,31
2,0,0,5.80513,23
12,0,0,6.1203,37
2,1,0,6.63068,35
2,1,1,6.16121,36
7,0,0,5.46806,30
14,0,1,5.69036,50
7,0,1,5.64897,38
7,0,1,6.42325,35
1,1,0,4.7362,49
17,0,1,6.25575,41
5,0,1,5.24175,20
10,0,1,6.49678,32
9,0,1,5.40717,22
13,0,1,6.16121,38
1,0,0,4.55388,23
1,1,0,5.46806,29
1,1,0,5.46806,21
1,1,0,5.64897,35
4,0,1,6.34212,26
16,0,0,6.39859,47
1,0,0,4.95583,21
11,0,1,6.24611,39
13,0,1,6.41017,30
8,0,1,5.36129,25
4,0,1,5.64897,27
16,1,0,7.1507,37
1,1,0,6.76504,48
3,0,0,6.56527,25
3,0,0,5.40717,24
2,1,1,5.93754,40
4,0,0,6.01372,49
5,0,0,5.48894,32
5,1,1,5.97381,34
11,0,1,5.02388,38
6,1,1,6.05444,25
12,1,1,5.71373,31
11,0,1,6.74759,32
2,1,0,6.16121,45
4,0,1,5.77455,34
3,0,1,5.80513,32
2,1,0,5.87212,36
6,0,1,5.56068,34
1,1,0,5.24175,43
9,0,1,6.30079,40
4,1,0,5.64897,20
27,0,0,4.26268,21
5,0,1,6.1203,37
9,1,1,6.16121,27
8,0,1,6.8533,42
4,0,0,6.34212,47
1,1,1,4.95583,26
3,0,0,5.46806,27
1,0,1,6.16121,52
11,0,1,5.93754,47
3,1,0,6.42325,47
3,0,0,6.16121,40
12,0,1,5.04343,46
4,0,1,5.80513,21
10,1,1,5.70711,24
27,0,1,5.24175,49
5,0,1,4.94876,22
1,1,0,5.8861,31
13,0,0,5.24175,27
10,0,1,5.71373,41
3,0,0,4.95583,22
5,0,1,5.24175,47
3,1,1,4.95583,61
4,1,0,5.80513,43
13,1,0,5.02388,40
3,0,1,5.02388,48
2,0,1,6.34212,50
5,0,0,6.34212,41
2,1,0,5.84644,34
1,1,0,6.1203,34
3,1,1,5.93754,43
3,1,0,5.8861,37
1,1,0,5.44674,32
2,0,0,5.24175,23
2,0,0,5.1358,32
10,0,1,4.89035,56
2,0,0,5.1358,35
2,0,0,3.78419,33
3,0,0,4.7362,30
1,1,0,5.98645,46
5,1,0,7.54592,51
2,1,1,5.71373,23
2,0,0,5.64897,50
6,1,1,6.05444,32
1,0,0,5.24175,37
7,0,1,5.24175,48
2,0,1,5.64897,29
1,1,0,6.56527,25
7,1,1,6.42325,30
1,1,0,6.25575,31
2,0,0,5.02388,38
5,1,1,5.24175,48
12,0,1,5.11199,37
4,0,0,5.24175,45
14,1,0,6.07764,32
3,0,0,5.02388,21
1,0,0,5.46806,24
11,1,1,5.42495,22
18,1,1,5.56068,29
6,1,0,5.02388,21
1,1,0,5.93754,53
5,0,1,5.71373,29
2,0,0,5.46806,27
11,1,0,6.16121,54
2,1,0,5.56068,30
1,1,0,6.16121,41
1,0,0,5.80513,23
1,0,0,5.46806,23
7,0,1,5.93754,55
5,1,0,6.63068,35
2,0,0,5.36129,48
2,0,0,4.18965,34
1,0,1,5.46806,57
2,1,0,5.57973,55
4,1,1,5.3845,28
1,1,0,5.56068,32
2,0,0,5.24175,56
6,0,1,5.93754,39
2,0,0,4.33073,44
2,1,1,5.73334,48
1,1,0,6.90975,47
16,0,1,5.57973,52
7,0,0,6.70808,52
1,0,1,6.23441,53
5,1,1,5.71373,25
13,0,1,5.7301,52
2,1,1,5.93754,35
1,1,0,5.54518,43
2,0,0,5.80513,34
3,1,0,5.46806,43
3,1,0,5.93754,42
2,1,1,5.56068,30
1,0,0,5.46806,25
11,0,0,4.95583,22
3,0,0,5.80513,39
5,1,1,5.57973,60
4,0,1,6.20051,50
4,1,1,6.16121,34
1,1,1,6.07993,32
5,1,0,6.63988,40
3,0,0,5.64897,32
1,0,0,7.25912,31
1,0,0,5.24175,23
1,1,0,6.42325,46
4,0,1,5.99894,43
5,0,1,5.24175,52
2,0,0,5.1358,36
5,0,1,5.99645,31
7,1,1,5.17615,30
16,0,0,5.83188,25
5,0,1,5.99894,55
1,0,0,5.71373,24
5,0,0,5.46806,26
2,1,0,5.80513,22
2,1,0,5.19296,20
1,1,0,6.03309,54
15,1,0,5.84644,45
1,1,1,5.93754,30
9,1,1,6.16121,46
3,0,1,4.84419,46
1,0,0,5.40268,23
1,1,0,5.64897,28
1,1,0,5.57973,34
2,1,0,5.09987,33
4,0,1,5.80513,31
3,1,0,5.1299,25
3,0,1,5.3033,44
6,0,1,5.56068,45
7,1,1,6.16121,33
1,0,0,6.16121,53
2,0,0,6.63068,37
3,0,1,5.04986,43
3,0,1,5.33754,32
5,0,0,5.1358,37
4,0,0,5.11199,26
14,0,0,5.46806,43
3,0,0,5.64897,27
17,1,0,5.24175,28
1,1,0,5.1358,22
1,0,0,5.46806,21
3,0,0,4.95583,28
6,1,0,4.64439,24
6,0,0,5.0814,26
5,0,0,4.55388,58
3,0,0,5.42495,36
1,0,1,6.05444,46
3,0,1,6.27288,53
5,0,1,6.05444,42
5,1,1,6.05444,26
3,0,0,5.57973,24
1,1,0,6.00881,44
15,1,1,5.54908,54
5,1,1,5.77455,34
3,0,1,5.33754,32
1,1,0,5.57973,41
1,1,0,5.93754,31
4,0,1,6.25575,34
3,0,0,5.06259,41
2,1,0,6.16121,40
7,0,1,6.8533,46
2,0,1,5.42495,27
6,0,1,6.3081,26
1,0,1,5.46806,45
19,1,1,4.89035,40
10,0,1,5.93754,58
11,0,1,5.93754,29
12,0,1,4.96981,57
7,0,0,6.52503,53
3,1,1,6.2672,50
3,1,1,6.03309,42
5,0,1,6.38351,39
1,0,0,5.75257,35
14,0,1,5.57973,59
7,0,1,5.64897,32
4,0,1,5.56068,24
5,0,0,5.24175,22
4,0,1,6.36819,56
5,0,0,6.45677,32
1,0,0,5.24175,28
6,0,0,5.46806,23
2,0,1,5.57973,51
11,0,1,6.16121,44
3,0,0,5.46806,20
11,0,0,5.44242,27
2,1,0,5.80513,22
2,0,0,5.42495,21
1,1,0,5.57973,25
5,1,0,5.57973,28
13,0,1,5.64897,26
4,0,1,5.80513,35
10,0,0,4.95583,48
1,0,1,6.34212,27
8,1,1,5.80513,24
2,1,1,5.80513,27
14,0,0,4.84419,21
2,1,1,5.76519,28
2,0,1,6.16121,26
5,0,1,5.42495,30
2,0,1,5.57973,28
6,1,1,5.99396,32
3,0,0,5.1358,26
5,0,1,4.81218,25
2,1,0,5.64897,23
17,0,1,5.46806,41
5,1,1,4.55388,40
2,1,0,5.64897,33
16,0,0,4.81218,32
5,0,1,6.03309,59
2,1,0,6.03787,30
2,1,0,5.54126,22
5,1,0,5.80513,25
2,0,0,5.7301,28
5,1,1,5.50126,50
2,1,0,5.64897,39
1,1,0,6.05444,28
1,0,0,4.89035,25
14,0,1,5.87212,57
1,0,0,5.11799,27
1,0,1,6.25575,40
1,1,0,5.24175,29
4,0,0,5.36129,27
8,0,1,6.09807,55
3,0,0,5.24175,25
7,1,1,5.42495,28
1,0,0,5.56068,24
1,1,0,5.93754,55
3,0,0,7.44132,27
4,0,1,5.93754,48
1,1,0,5.93754,33
6,1,1,5.36129,23
8,0,1,6.8533,42
3,1,0,5.93754,36
1,0,0,5.72685,44
5,0,1,5.04986,23
9,0,1,5.99894,33
2,1,0,6.00881,28
3,0,0,5.30827,32
9,0,1,6.05444,32
4,0,1,5.46806,39
8,0,1,6.25575,39
3,1,1,6.04737,42
2,0,0,5.11199,25
7,0,1,5.34711,39
2,1,0,6.63068,41
5,0,0,6.25575,29
1,1,0,6.63068,40
1,0,0,5.36129,29
24,0,1,5.93754,49
1,0,1,5.24175,55
7,0,1,5.3845,24
2,0,1,5.2933,45
5,0,1,5.24702,30
15,0,1,5.80513,58
1,0,0,5.80513,35
11,1,1,5.64897,41
9,0,1,5.49717,24
9,1,1,6.20051,38
3,0,0,6.4599,50
3,0,1,5.46806,54
4,0,1,6.49678,59
1,1,1,5.24175,23
3,0,1,5.56068,35
2,0,1,4.84419,35
3,0,0,6.34212,21
7,0,1,5.24175,23
5,0,1,6.16121,46
3,0,1,5.3845,32
5,0,1,5.1358,24
4,1,1,5.1358,23
6,0,0,4.89035,30
3,0,0,4.8752,22
1,1,0,5.8861,41
3,0,0,5.02388,33
2,0,1,5.24175,47
4,0,1,6.05444,25
1,1,0,5.45104,42
4,0,0,6.1203,54
3,0,0,6.1203,27
5,1,0,5.46806,24
11,0,0,6.16121,44
2,1,0,5.24175,20
1,0,0,6.03309,59
13,0,1,5.42495,31
4,0,1,5.80513,35
2,0,0,5.24175,27
2,1,0,5.93754,61
27,0,0,4.66344,43
15,0,1,5.42495,33
16,0,1,5.7301,49
21,0,0,5.64897,22
15,0,0,5.7301,26
1,0,0,5.33754,35
2,0,0,5.90808,45
1,1,0,5.46806,31
5,0,1,5.9108,54
3,0,1,5.24175,34
3,0,0,4.84419,40
3,1,0,4.95583,48
3,0,0,5.71373,40
15,1,1,5.1358,42
5,1,1,6.16121,30
2,0,0,6.49678,40
9,0,1,6.16121,60
3,0,0,4.76217,23
18,1,0,5.80513,24
1,1,0,5.11199,26
4,1,1,5.36129,24
14,0,1,6.00141,38
9,1,0,5.46806,25
1,0,0,6.36819,59
2,0,1,5.64897,27
3,1,1,5.93754,37
15,0,1,5.36129,25
1,1,0,5.93754,31
1,0,0,4.55388,29
7,1,1,5.46806,29
1,1,0,6.03309,52
3,0,0,6.02102,42
3,1,1,5.7589,51
5,0,1,6.05444,32
14,0,1,6.34212,52
21,0,1,5.46806,40
6,1,0,5.42495,20
2,1,0,5.64897,35
1,1,0,5.59099,47
3,0,1,5.11199,27
5,0,0,4.55388,37
5,1,0,5.80513,35
5,0,1,5.24175,58
1,1,0,5.25227,43
5,0,1,6.30445,38
4,0,0,5.50533,31
2,0,0,5.24175,24
26,0,0,5.64897,58
4,1,0,6.34212,54
1,0,0,6.49678,31
1,0,1,6.34212,26
5,0,0,6.25575,24
2,0,0,5.42495,33
1,0,0,5.64897,30
1,1,0,5.11199,28
6,0,1,6.49678,58
2,0,0,6.63068,50
1,1,0,6.56527,53
14,1,1,5.83188,37
4,0,0,5.1358,25
7,1,0,5.80513,28
4,0,1,5.93754,39
3,1,0,6.34212,29
6,0,0,6.16121,29
8,1,1,6.34212,33
6,1,1,5.93754,27
1,1,0,6.27288,29
3,0,0,5.64897,27
2,0,0,5.64897,27
1,1,0,6.42325,39
4,0,1,6.1203,51
1,1,0,6.63068,34
3,1,1,5.80513,22
10,0,1,4.95583,21
7,0,1,5.66643,34
5,0,0,6.16121,42
12,0,1,5.54908,44
1,1,0,6.16121,61
1,0,1,5.93754,31
1,1,1,6.1203,48
3,0,0,4.91998,23
3,0,1,5.64897,28
27,0,1,6.34212,33
7,0,0,4.95583,21
1,1,0,5.36129,39
20,0,0,5.40717,42
2,1,1,5.81413,24
26,1,0,4.89035,23
7,0,0,5.24175,36
9,1,1,5.02388,53
13,0,0,5.7589,20
1,1,0,5.68358,24
9,0,1,5.77455,32
2,0,0,4.85203,27
5,1,0,5.24175,21
5,0,1,5.85793,47
1,1,0,5.64897,29
9,0,1,5.33754,28
1,1,0,5.80513,27
7,1,0,5.24175,20
4,1,1,6.63068,33
4,0,0,5.2832,20
5,0,0,5.50533,36
2,0,0,5.42495,43
1,1,0,6.16121,23
27,0,1,5.64897,31
14,1,0,4.41884,25
2,1,1,5.93754,40
1,1,1,6.63068,44
2,0,0,6.49678,29
1,0,0,6.03309,48
1,1,0,6.42325,42
2,1,0,5.46806,26
3,0,1,5.72685,39
2,1,0,5.93754,44
6,0,0,5.93754,44
2,1,0,5.80513,28
5,0,0,4.55388,28
7,0,1,5.24175,21
11,1,1,6.12687,52
3,0,0,4.95583,22
2,0,0,4.61512,22
5,0,0,5.24175,20
2,1,0,5.3845,25
12,0,1,4.89035,56
3,1,1,5.46806,31
1,1,0,5.93754,42
3,0,0,5.64897,25
6,0,1,5.64897,56
6,0,1,5.64897,49
10,0,1,6.34212,36
5,1,1,5.24175,21
1,0,1,5.24175,23
6,0,1,6.56527,39
6,0,1,5.46806,35
16,0,1,6.16121,32
7,0,0,5.11199,32
10,0,1,6.34212,32
18,0,1,5.71373,29
1,1,1,4.99043,28
3,0,0,6.16121,48
3,0,0,5.93754,34
3,1,1,4.99043,57
5,0,1,5.93754,47
11,1,1,5.64897,43
17,1,1,6.05444,29
2,0,0,5.46806,33
3,0,0,5.57973,40
5,0,0,5.42495,31
3,1,1,5.80513,35
11,0,0,5.44674,28
